campaign_platform,device,age,spends,impressions,clicks
Google Ads,Mobile,55-64,78.36,28,4
Google Ads,Mobile,65 or more,114.39,28,6
Google Ads,Mobile,Undetermined,797.49,1181,50
Google Ads,Tablet,18-24,0,2,0
Google Ads,Tablet,25-34,0,7,0
Google Ads,Tablet,35-44,0,1,0
Google Ads,Tablet,Undetermined,0,2,0
Google Ads,Desktop,18-24,91.36,50,6
Google Ads,Desktop,25-34,518.44,95,14
Google Ads,Desktop,35-44,129.14,47,5
Google Ads,Desktop,45-54,59.12,13,2
Google Ads,Desktop,55-64,0,4,0
Google Ads,Desktop,65 or more,83.79,6,3
Google Ads,Desktop,Undetermined,434.78,182,26
Google Ads,Mobile,18-24,2126.54,384,78
Google Ads,Mobile,25-34,1403.34,335,45
Google Ads,Mobile,35-44,469.84,95,13
Google Ads,Mobile,45-54,163.13,28,6
Google Ads,Mobile,55-64,27.99,6,2
Google Ads,Mobile,65 or more,0,10,0
Google Ads,Mobile,Undetermined,1651.54,718,78
Google Ads,Tablet,18-24,0,1,0
Google Ads,Tablet,25-34,0,1,0
Google Ads,Desktop,18-24,49.97,6,3
Google Ads,Desktop,25-34,78.5,17,5
Google Ads,Desktop,35-44,50.59,7,3
Google Ads,Desktop,45-54,0,1,0
Google Ads,Desktop,Undetermined,29.41,21,5
Google Ads,Mobile,18-24,116.64,28,9
Google Ads,Mobile,25-34,192.53,82,13
Google Ads,Mobile,35-44,110.12,26,8
Google Ads,Mobile,45-54,33.68,7,2
Google Ads,Mobile,55-64,0,6,0
Google Ads,Mobile,65 or more,19.55,5,2
Google Ads,Mobile,Undetermined,160.87,37,11
Google Ads,Desktop,18-24,128.41,49,10
Google Ads,Desktop,25-34,779.15,167,44
Google Ads,Desktop,35-44,729.58,119,34
Google Ads,Desktop,45-54,133.03,34,8
Google Ads,Desktop,55-64,28.6,8,2
Google Ads,Desktop,65 or more,50.41,15,1
Google Ads,Desktop,Undetermined,294.84,186,31
Google Ads,Mobile,18-24,454.84,223,62
Google Ads,Mobile,25-34,1714,412,139
Google Ads,Mobile,35-44,433.52,133,40
Google Ads,Mobile,45-54,106.8,40,7
Google Ads,Mobile,55-64,13.99,6,2
Google Ads,Mobile,65 or more,40.91,20,7
Google Ads,Mobile,Undetermined,278.07,361,35
Google Ads,Tablet,18-24,14.78,3,1
Google Ads,Tablet,45-54,6.29,1,1
Google Ads,Tablet,Undetermined,0,2,0
Google Ads,Desktop,18-24,0,2,0
Google Ads,Desktop,25-34,81.43,11,5
Google Ads,Desktop,35-44,32.86,2,1
Google Ads,Desktop,45-54,15.54,4,2
Google Ads,Desktop,65 or more,2.85,1,1
Google Ads,Desktop,Undetermined,12.28,7,3
Google Ads,Mobile,18-24,81,5,5
Google Ads,Mobile,25-34,21.3,14,5
Google Ads,Mobile,35-44,35.47,10,4
Google Ads,Mobile,45-54,0,1,0
Google Ads,Mobile,65 or more,0.81,1,1
Google Ads,Mobile,Undetermined,0,14,0
Google Ads,Desktop,18-24,27.07,11,2
Google Ads,Desktop,25-34,84.7,25,10
Google Ads,Desktop,35-44,66.11,8,3
Google Ads,Desktop,45-54,0,3,0
Google Ads,Desktop,Undetermined,75.86,28,7
Google Ads,Mobile,18-24,482.04,96,31
Google Ads,Mobile,25-34,407.35,83,30
Google Ads,Mobile,35-44,144.75,28,9
Google Ads,Mobile,45-54,11.38,7,1
Google Ads,Mobile,55-64,1.08,3,1
Google Ads,Mobile,65 or more,6.27,9,4
Google Ads,Mobile,Undetermined,361.72,114,32
Google Ads,Tablet,Undetermined,0,2,0
Google Ads,Desktop,18-24,124.41,21,3
Google Ads,Desktop,25-34,195.52,57,6
Google Ads,Desktop,35-44,284.65,26,7
Google Ads,Desktop,45-54,90.07,8,2
Google Ads,Desktop,55-64,0,1,0
Google Ads,Desktop,65 or more,0,4,0
Google Ads,Desktop,Undetermined,265.17,65,8
Google Ads,Mobile,18-24,510.01,138,24
Google Ads,Mobile,25-34,550.39,226,16
Google Ads,Mobile,35-44,509.31,92,18
Google Ads,Mobile,45-54,63.92,23,3
Google Ads,Mobile,55-64,10.38,5,1
Google Ads,Mobile,65 or more,6.82,10,1
Google Ads,Mobile,Undetermined,251.18,260,13
Google Ads,Tablet,Undetermined,0,1,0
Google Ads,Desktop,25-34,103.84,10,2
Google Ads,Desktop,35-44,65.11,7,2
Google Ads,Desktop,45-54,0,1,0
Google Ads,Desktop,55-64,0,1,0
Google Ads,Desktop,Undetermined,0,6,0
Google Ads,Mobile,18-24,21.04,23,2
Google Ads,Mobile,25-34,57.49,19,4
Google Ads,Mobile,35-44,0,8,0
Google Ads,Mobile,45-54,0,4,0
Google Ads,Mobile,Undetermined,89.76,28,4
Google Ads,Desktop,18-24,17.66,24,1
Google Ads,Desktop,25-34,0,20,0
Google Ads,Desktop,35-44,63.83,11,2
Google Ads,Desktop,45-54,0,5,0
Google Ads,Desktop,55-64,0,2,0
Google Ads,Desktop,65 or more,0,1,0
Google Ads,Desktop,Undetermined,14.05,24,1
Google Ads,Mobile,18-24,22.49,65,2
Google Ads,Mobile,25-34,79.51,128,5
Google Ads,Mobile,35-44,18.38,29,1
Google Ads,Mobile,45-54,0,14,0
Google Ads,Mobile,65 or more,0,5,0
Google Ads,Mobile,Undetermined,37.32,96,3
Google Ads,Desktop,18-24,415.69,60,11
Google Ads,Desktop,25-34,716.34,169,23
Google Ads,Desktop,35-44,800.98,116,22
Google Ads,Desktop,45-54,45.95,35,3
Google Ads,Desktop,55-64,77.75,9,2
Google Ads,Desktop,65 or more,21.05,7,1
Google Ads,Desktop,Undetermined,648.55,293,27
Google Ads,Mobile,18-24,1140.4,422,64
Google Ads,Mobile,25-34,1909.76,679,99
Google Ads,Mobile,35-44,636.2,237,32
Google Ads,Mobile,45-54,255.37,86,15
Google Ads,Mobile,55-64,132.72,33,6
Google Ads,Mobile,65 or more,114.76,42,8
Google Ads,Mobile,Undetermined,1042.41,1211,71
Google Ads,Tablet,18-24,0,3,0
Google Ads,Tablet,25-34,0,4,0
Google Ads,Tablet,35-44,0,1,0
Google Ads,Tablet,Undetermined,0,1,0
Google Ads,Desktop,18-24,188.44,37,6
Google Ads,Desktop,25-34,286.41,91,10
Google Ads,Desktop,35-44,168.77,40,4
Google Ads,Desktop,45-54,0,3,0
Google Ads,Desktop,55-64,0,1,0
Google Ads,Desktop,65 or more,34.54,4,1
Google Ads,Desktop,Undetermined,425.11,183,21
Google Ads,Mobile,18-24,952.47,324,47
Google Ads,Mobile,25-34,1091.03,282,44
Google Ads,Mobile,35-44,339.52,88,14
Google Ads,Mobile,45-54,28.1,12,1
Google Ads,Mobile,55-64,67.11,10,1
Google Ads,Mobile,65 or more,123.12,11,5
Google Ads,Mobile,Undetermined,979.67,682,51
Google Ads,Tablet,25-34,0,1,0
Google Ads,Tablet,Undetermined,0,2,0
Google Ads,Desktop,18-24,25.16,9,2
Google Ads,Desktop,25-34,20.06,19,2
Google Ads,Desktop,35-44,17.95,15,3
Google Ads,Desktop,45-54,8.27,2,1
Google Ads,Desktop,55-64,10.45,1,1
Google Ads,Desktop,Undetermined,38.37,17,3
Google Ads,Mobile,18-24,135.45,35,11
Google Ads,Mobile,25-34,462.57,94,30
Google Ads,Mobile,35-44,91.39,12,6
Google Ads,Mobile,45-54,0,7,0
Google Ads,Mobile,55-64,0,2,0
Google Ads,Mobile,Undetermined,84.66,49,6
Google Ads,Desktop,18-24,216.53,35,16
Google Ads,Desktop,25-34,826.3,130,51
Google Ads,Desktop,35-44,204.52,57,13
Google Ads,Desktop,45-54,121.27,25,6
Google Ads,Desktop,55-64,0,3,0
Google Ads,Desktop,65 or more,46.75,4,1
Google Ads,Desktop,Undetermined,286.12,117,28
Google Ads,Mobile,18-24,298.49,198,57
Google Ads,Mobile,25-34,1187.9,311,90
Google Ads,Mobile,35-44,400.05,120,36
Google Ads,Mobile,45-54,188.92,37,15
Google Ads,Mobile,55-64,26.02,3,1
Google Ads,Mobile,65 or more,37.03,16,6
Google Ads,Mobile,Undetermined,325.1,317,49
Google Ads,Tablet,25-34,69.99,3,3
Google Ads,Tablet,Undetermined,0.43,1,1
Google Ads,Desktop,25-34,53.47,5,3
Google Ads,Desktop,35-44,28.76,1,1
Google Ads,Desktop,Undetermined,0,5,0
Google Ads,Mobile,18-24,0,4,0
Google Ads,Mobile,25-34,88.45,6,5
Google Ads,Mobile,35-44,0,4,0
Google Ads,Mobile,Undetermined,0.81,9,1
Google Ads,Desktop,18-24,14.83,7,2
Google Ads,Desktop,25-34,71.18,27,8
Google Ads,Desktop,35-44,52.49,5,3
Google Ads,Desktop,65 or more,0,1,0
Google Ads,Desktop,Undetermined,84.09,28,7
Google Ads,Mobile,18-24,261.41,58,18
Google Ads,Mobile,25-34,347.77,74,25
Google Ads,Mobile,35-44,68.01,21,4
Google Ads,Mobile,45-54,52.81,6,3
Google Ads,Mobile,55-64,0,1,0
Google Ads,Mobile,65 or more,1.34,3,1
Google Ads,Mobile,Undetermined,393.5,113,28
Google Ads,Desktop,18-24,52.11,26,1
Google Ads,Desktop,25-34,556.79,57,11
Google Ads,Desktop,35-44,48.73,21,2
Google Ads,Desktop,45-54,20.29,5,1
Google Ads,Desktop,55-64,0,2,0
Google Ads,Desktop,65 or more,0,2,0
Google Ads,Desktop,Undetermined,217.79,45,5
Google Ads,Mobile,18-24,613.54,143,27
Google Ads,Mobile,25-34,1126.38,262,37
Google Ads,Mobile,35-44,371.01,82,15
Google Ads,Mobile,45-54,161.69,24,7
Google Ads,Mobile,55-64,0,5,0
Google Ads,Mobile,65 or more,21.73,6,1
Google Ads,Mobile,Undetermined,499.83,277,19
Google Ads,Tablet,Undetermined,0,3,0
Google Ads,Desktop,18-24,0,1,0
Google Ads,Desktop,25-34,20.73,6,1
Google Ads,Desktop,35-44,18.72,3,1
Google Ads,Desktop,Undetermined,14.02,8,1
Google Ads,Mobile,18-24,42.02,15,4
Google Ads,Mobile,25-34,83.5,21,4
Google Ads,Mobile,35-44,29.33,16,2
Google Ads,Mobile,65 or more,0,1,0
Google Ads,Mobile,Undetermined,46.85,32,4
Google Ads,Desktop,18-24,26.19,15,1
Google Ads,Desktop,25-34,47.92,32,3
Google Ads,Desktop,35-44,0,13,0
Google Ads,Desktop,45-54,0,1,0
Google Ads,Desktop,Undetermined,0,23,0
Google Ads,Mobile,18-24,47.88,109,4
Google Ads,Mobile,25-34,160.57,109,13
Google Ads,Mobile,35-44,21.61,32,2
Google Ads,Mobile,45-54,0,7,0
Google Ads,Mobile,55-64,0,5,0
Google Ads,Mobile,65 or more,0,5,0
Google Ads,Mobile,Undetermined,34.48,85,4
Google Ads,Tablet,18-24,0,2,0
Google Ads,Desktop,18-24,193.44,56,7
Google Ads,Desktop,25-34,1260.13,175,28
Google Ads,Desktop,35-44,744.4,90,25
Google Ads,Desktop,45-54,82.3,28,4
Google Ads,Desktop,55-64,0,7,0
Google Ads,Desktop,65 or more,66.3,5,2
Google Ads,Desktop,Undetermined,646.93,238,21
Google Ads,Mobile,18-24,1175.54,434,53
Google Ads,Mobile,25-34,2079.46,691,94
Google Ads,Mobile,35-44,1459.57,237,47
Google Ads,Mobile,45-54,278.32,99,17
Google Ads,Mobile,55-64,22.86,21,2
Google Ads,Mobile,65 or more,21.35,41,4
Google Ads,Mobile,Undetermined,902.86,1328,73
Google Ads,Tablet,18-24,0,1,0
Google Ads,Tablet,25-34,5.53,3,1
Google Ads,Tablet,35-44,68.23,4,1
Google Ads,Tablet,Undetermined,0,8,0
Google Ads,Desktop,18-24,162.38,32,5
Google Ads,Desktop,25-34,410.89,79,13
Google Ads,Desktop,35-44,55.71,19,1
Google Ads,Desktop,45-54,0,14,0
Google Ads,Desktop,55-64,0,3,0
Google Ads,Desktop,65 or more,0,1,0
Google Ads,Desktop,Undetermined,334,180,22
Google Ads,Mobile,18-24,1718.4,309,66
Google Ads,Mobile,25-34,1111.08,349,38
Google Ads,Mobile,35-44,299.47,106,11
Google Ads,Mobile,45-54,141.62,20,4
Google Ads,Mobile,55-64,0,10,0
Google Ads,Mobile,65 or more,76.25,23,4
Google Ads,Mobile,Undetermined,1278.8,746,74
Google Ads,Tablet,18-24,34.19,2,1
Google Ads,Tablet,25-34,0,1,0
Google Ads,Tablet,35-44,31.02,1,1
Google Ads,Tablet,Undetermined,0.18,3,1
Google Ads,Desktop,18-24,0,3,0
Google Ads,Desktop,25-34,37.59,8,3
Google Ads,Desktop,35-44,37.94,7,2
Google Ads,Desktop,Undetermined,14.71,9,1
Google Ads,Mobile,18-24,25.72,24,2
Google Ads,Mobile,25-34,122.86,40,8
Google Ads,Mobile,35-44,132.12,22,9
Google Ads,Mobile,45-54,11.36,7,1
Google Ads,Mobile,55-64,0,1,0
Google Ads,Mobile,Undetermined,68.96,29,5
Google Ads,Desktop,18-24,89.38,28,6
Google Ads,Desktop,25-34,460.9,70,23
Google Ads,Desktop,35-44,38.77,29,7
Google Ads,Desktop,45-54,14.57,8,1
Google Ads,Desktop,55-64,4.4,2,1
Google Ads,Desktop,65 or more,15.65,5,2
Google Ads,Desktop,Undetermined,146.54,61,14
Google Ads,Mobile,18-24,544.17,147,57
Google Ads,Mobile,25-34,812.18,218,62
Google Ads,Mobile,35-44,240.38,87,32
Google Ads,Mobile,45-54,49.09,18,10
Google Ads,Mobile,55-64,5.34,6,2
Google Ads,Mobile,65 or more,49.99,14,2
Google Ads,Mobile,Undetermined,145.56,260,31
Google Ads,Tablet,18-24,7.24,2,1
Google Ads,Tablet,35-44,10.16,1,1
Google Ads,Tablet,Undetermined,0,1,0
Google Ads,Desktop,18-24,0,1,0
Google Ads,Desktop,25-34,3.34,2,1
Google Ads,Desktop,35-44,0,1,0
Google Ads,Desktop,Undetermined,0,2,0
Google Ads,Mobile,18-24,13.49,7,3
Google Ads,Mobile,25-34,74.01,6,6
Google Ads,Mobile,35-44,1.51,2,1
Google Ads,Mobile,Undetermined,0,4,0
Google Ads,Tablet,Undetermined,0,1,0
Google Ads,Desktop,18-24,39.11,12,7
Google Ads,Desktop,25-34,41.38,13,3
Google Ads,Desktop,35-44,0,3,0
Google Ads,Desktop,45-54,6.98,2,1
Google Ads,Desktop,Undetermined,29.98,17,6
Google Ads,Mobile,18-24,276.32,51,22
Google Ads,Mobile,25-34,465.02,50,24
Google Ads,Mobile,35-44,88.37,19,6
Google Ads,Mobile,45-54,2.68,3,2
Google Ads,Mobile,55-64,5.16,1,1
Google Ads,Mobile,65 or more,0,1,0
Google Ads,Mobile,Undetermined,413.65,119,25
Google Ads,Tablet,35-44,0,1,0
Google Ads,Desktop,18-24,0,17,0
Google Ads,Desktop,25-34,88.07,29,2
Google Ads,Desktop,35-44,157.9,15,4
Google Ads,Desktop,45-54,43.32,4,1
Google Ads,Desktop,55-64,145.54,3,2
Google Ads,Desktop,65 or more,27.41,2,1
Google Ads,Desktop,Undetermined,158.43,41,5
Google Ads,Mobile,18-24,794.18,129,17
Google Ads,Mobile,25-34,852.07,199,28
Google Ads,Mobile,35-44,447.64,71,12
Google Ads,Mobile,45-54,61.85,15,2
Google Ads,Mobile,55-64,30.43,2,1
Google Ads,Mobile,65 or more,22.54,18,1
Google Ads,Mobile,Undetermined,425.28,228,12
Google Ads,Tablet,25-34,0,1,0
Google Ads,Tablet,35-44,0,1,0
Google Ads,Desktop,18-24,35.61,2,1
Google Ads,Desktop,25-34,106.26,3,2
Google Ads,Desktop,35-44,0,2,0
Google Ads,Desktop,55-64,15.96,1,1
Google Ads,Desktop,65 or more,0,1,0
Google Ads,Desktop,Undetermined,0,4,0
Google Ads,Mobile,18-24,25.68,15,3
Google Ads,Mobile,25-34,65.99,29,4
Google Ads,Mobile,35-44,44.28,3,3
Google Ads,Mobile,45-54,0,2,0
Google Ads,Mobile,Undetermined,83.95,43,4
Google Ads,Desktop,18-24,0,9,0
Google Ads,Desktop,25-34,12.66,15,1
Google Ads,Desktop,35-44,0,7,0
Google Ads,Desktop,45-54,0,1,0
Google Ads,Desktop,55-64,0,1,0
Google Ads,Desktop,65 or more,0,2,0
Google Ads,Desktop,Undetermined,21.91,28,1
Google Ads,Mobile,18-24,113.3,112,10
Google Ads,Mobile,25-34,49.64,115,5
Google Ads,Mobile,35-44,0,50,0
Google Ads,Mobile,45-54,6.3,12,1
Google Ads,Mobile,55-64,0,2,0
Google Ads,Mobile,65 or more,9.6,9,1
Google Ads,Mobile,Undetermined,28.54,106,4
Google Ads,Tablet,25-34,0,1,0
Google Ads,Desktop,18-24,351.85,53,11
Google Ads,Desktop,25-34,651.66,106,14
Google Ads,Desktop,35-44,371.64,46,10
Google Ads,Desktop,45-54,312.12,19,6
Google Ads,Desktop,55-64,0,4,0
Google Ads,Desktop,65 or more,9.23,8,1
Google Ads,Desktop,Undetermined,773.82,154,23
Google Ads,Mobile,18-24,806.31,377,47
Google Ads,Mobile,25-34,1799.12,529,66
Google Ads,Mobile,35-44,807.64,226,31
Google Ads,Mobile,45-54,292.26,76,10
Google Ads,Mobile,55-64,127.04,32,7
Google Ads,Mobile,65 or more,18.37,27,1
Google Ads,Mobile,Undetermined,692.63,1064,53
Google Ads,Tablet,Undetermined,0,4,0
Google Ads,Desktop,18-24,103,32,3
Google Ads,Desktop,25-34,689.94,61,15
Google Ads,Desktop,35-44,71.63,18,3
Google Ads,Desktop,45-54,0,2,0
Google Ads,Desktop,55-64,0,1,0
Google Ads,Desktop,65 or more,0,3,0
Google Ads,Desktop,Undetermined,338.38,150,16
Google Ads,Mobile,18-24,2226.42,309,63
Google Ads,Mobile,25-34,1626.76,315,46
Google Ads,Mobile,35-44,282.96,78,9
Google Ads,Mobile,45-54,56.78,23,2
Google Ads,Mobile,55-64,0,15,0
Google Ads,Mobile,65 or more,81.27,16,2
Google Ads,Mobile,Undetermined,2540.55,746,104
Google Ads,Tablet,18-24,0,1,0
Google Ads,Tablet,25-34,28.93,1,1
Google Ads,Tablet,35-44,0,2,0
Google Ads,Tablet,Undetermined,0,2,0
Google Ads,Desktop,18-24,40.55,9,3
Google Ads,Desktop,25-34,79.65,16,5
Google Ads,Desktop,35-44,3.77,15,2
Google Ads,Desktop,45-54,0,4,0
Google Ads,Desktop,Undetermined,76.54,27,6
Google Ads,Mobile,18-24,164.39,38,10
Google Ads,Mobile,25-34,249.13,72,17
Google Ads,Mobile,35-44,193.23,31,14
Google Ads,Mobile,45-54,80.6,14,7
Google Ads,Mobile,65 or more,24.14,3,2
Google Ads,Mobile,Undetermined,88.75,46,9
Google Ads,Desktop,18-24,239.38,51,15
Google Ads,Desktop,25-34,932.63,203,61
Google Ads,Desktop,35-44,603.4,101,31
Google Ads,Desktop,45-54,86.14,31,9
Google Ads,Desktop,55-64,1.12,5,1
Google Ads,Desktop,65 or more,68.29,12,4
Google Ads,Desktop,Undetermined,530.55,191,43
Google Ads,Mobile,18-24,609.92,234,66
Google Ads,Mobile,25-34,1444.23,376,117
Google Ads,Mobile,35-44,419.52,126,38
Google Ads,Mobile,45-54,108.45,45,17
Google Ads,Mobile,55-64,37.33,8,2
Google Ads,Mobile,65 or more,23.6,16,4
Google Ads,Mobile,Undetermined,379.94,367,59
Google Ads,Tablet,18-24,0,7,0
Google Ads,Tablet,25-34,12.62,5,1
Google Ads,Tablet,35-44,0,1,0
Google Ads,Tablet,45-54,17.22,2,1
Google Ads,Tablet,55-64,0,2,0
Google Ads,Tablet,Undetermined,0.43,3,1
Google Ads,Desktop,25-34,15.51,8,1
Google Ads,Desktop,35-44,13.33,1,1
Google Ads,Desktop,55-64,16.71,2,2
Google Ads,Desktop,Undetermined,3.35,2,1
Google Ads,Mobile,18-24,44.6,2,1
Google Ads,Mobile,25-34,0,3,0
Google Ads,Mobile,35-44,7.99,3,1
Google Ads,Mobile,45-54,11.28,1,1
Google Ads,Mobile,Undetermined,0.45,9,1
Google Ads,Desktop,18-24,156.82,20,10
Google Ads,Desktop,25-34,113.47,26,11
Google Ads,Desktop,35-44,0,3,0
Google Ads,Desktop,45-54,0,2,0
Google Ads,Desktop,55-64,15.98,3,2
Google Ads,Desktop,65 or more,0,1,0
Google Ads,Desktop,Undetermined,35.5,39,10
Google Ads,Mobile,18-24,174.51,66,10
Google Ads,Mobile,25-34,269.13,54,20
Google Ads,Mobile,35-44,45.73,15,5
Google Ads,Mobile,45-54,4.2,4,1
Google Ads,Mobile,55-64,0,3,0
Google Ads,Mobile,65 or more,0,5,0
Google Ads,Mobile,Undetermined,179.09,66,17
Google Ads,Tablet,Undetermined,0,1,0
Google Ads,Desktop,18-24,89.23,25,3
Google Ads,Desktop,25-34,471.27,63,14
Google Ads,Desktop,35-44,482.85,40,10
Google Ads,Desktop,45-54,0,8,0
Google Ads,Desktop,55-64,0,2,0
Google Ads,Desktop,65 or more,64.92,3,2
Google Ads,Desktop,Undetermined,419.15,56,9
Google Ads,Mobile,18-24,823.99,130,21
Google Ads,Mobile,25-34,1462.61,244,42
Google Ads,Mobile,35-44,425.46,83,12
Google Ads,Mobile,45-54,73.29,15,3
Google Ads,Mobile,55-64,0,6,0
Google Ads,Mobile,65 or more,14.89,12,1
Google Ads,Mobile,Undetermined,235.96,247,15
Google Ads,Tablet,Undetermined,0,2,0
Google Ads,Desktop,18-24,0,2,0
Google Ads,Desktop,25-34,105.61,22,5
Google Ads,Desktop,35-44,81.11,9,1
Google Ads,Desktop,45-54,0,1,0
Google Ads,Desktop,65 or more,0,1,0
Google Ads,Desktop,Undetermined,57.62,18,4
Google Ads,Mobile,18-24,123.08,27,7
Google Ads,Mobile,25-34,201.96,40,8
Google Ads,Mobile,35-44,76.02,11,4
Google Ads,Mobile,45-54,0,3,0
Google Ads,Mobile,Undetermined,8.72,42,1
Google Ads,Desktop,18-24,0,15,0
Google Ads,Desktop,25-34,61.83,50,3
Google Ads,Desktop,35-44,20.28,22,1
Google Ads,Desktop,45-54,12.28,5,1
Google Ads,Desktop,55-64,0,1,0
Google Ads,Desktop,65 or more,0,5,0
Google Ads,Desktop,Undetermined,18.9,46,1
Google Ads,Mobile,18-24,104.92,113,10
Google Ads,Mobile,25-34,87.37,180,8
Google Ads,Mobile,35-44,20.85,57,2
Google Ads,Mobile,45-54,11.64,18,1
Google Ads,Mobile,65 or more,0,2,0
Google Ads,Mobile,Undetermined,14.99,111,2
Google Ads,Tablet,18-24,5.75,1,1
Google Ads,Tablet,25-34,0,1,0
Google Ads,Desktop,18-24,397.26,57,9
Google Ads,Desktop,25-34,1606.1,226,41
Google Ads,Desktop,35-44,743.43,82,17
Google Ads,Desktop,45-54,116.87,27,5
Google Ads,Desktop,55-64,64.39,10,1
Google Ads,Desktop,65 or more,19.3,10,3
Google Ads,Desktop,Undetermined,886.19,309,35
Google Ads,Mobile,18-24,927.18,472,59
Google Ads,Mobile,25-34,3282.13,609,95
Google Ads,Mobile,35-44,1247.24,255,39
Google Ads,Mobile,45-54,326.06,79,14
Google Ads,Mobile,55-64,33.9,33,5
Google Ads,Mobile,65 or more,167.58,27,3
Google Ads,Mobile,Undetermined,1347.16,942,56
Google Ads,Tablet,18-24,0,1,0
Google Ads,Tablet,25-34,0,2,0
Google Ads,Tablet,45-54,0,1,0
Google Ads,Desktop,18-24,309.28,62,13
Google Ads,Desktop,25-34,735.45,111,21
Google Ads,Desktop,35-44,229.25,50,7
Google Ads,Desktop,45-54,0,15,0
Google Ads,Desktop,55-64,0,4,0
Google Ads,Desktop,65 or more,0,2,0
Google Ads,Desktop,Undetermined,742.07,265,37
Google Ads,Mobile,18-24,2953.82,368,79
Google Ads,Mobile,25-34,2405.19,404,55
Google Ads,Mobile,35-44,586.1,107,15
Google Ads,Mobile,45-54,45.7,32,3
Google Ads,Mobile,55-64,0,6,0
Google Ads,Mobile,65 or more,150.27,21,5
Google Ads,Mobile,Undetermined,2206.28,921,112
Google Ads,Tablet,18-24,0,2,0
Google Ads,Tablet,Undetermined,0,2,0
Google Ads,Desktop,18-24,26.38,3,2
Google Ads,Desktop,25-34,69.4,20,4
Google Ads,Desktop,35-44,0,2,0
Google Ads,Desktop,45-54,18.96,2,1
Google Ads,Desktop,55-64,0,1,0
Google Ads,Desktop,65 or more,0,2,0
Google Ads,Desktop,Undetermined,17.65,26,2
Google Ads,Mobile,18-24,142.56,42,11
Google Ads,Mobile,25-34,249.69,71,21
Google Ads,Mobile,35-44,240.4,36,17
Google Ads,Mobile,45-54,45.35,12,3
Google Ads,Mobile,55-64,0,1,0
Google Ads,Mobile,65 or more,16.79,1,1
Google Ads,Mobile,Undetermined,71.9,55,5
Google Ads,Desktop,18-24,47.62,32,11
Google Ads,Desktop,25-34,675.73,195,52
Google Ads,Desktop,35-44,526.33,107,36
Google Ads,Desktop,45-54,93.18,34,10
Google Ads,Desktop,55-64,49.75,8,2
Google Ads,Desktop,65 or more,0,12,0
Google Ads,Desktop,Undetermined,577.38,174,49
Google Ads,Mobile,18-24,457.6,240,70
Google Ads,Mobile,25-34,1119.61,413,118
Google Ads,Mobile,35-44,470.28,155,57
Google Ads,Mobile,45-54,83.19,41,16
Google Ads,Mobile,55-64,23.55,8,3
Google Ads,Mobile,65 or more,30.24,21,4
Google Ads,Mobile,Undetermined,343.3,446,56
Google Ads,Tablet,18-24,0,1,0
Google Ads,Tablet,25-34,0,5,0
Google Ads,Tablet,45-54,0,2,0
Google Ads,Tablet,Undetermined,9.06,3,1
Google Ads,Desktop,18-24,3.34,3,1
Google Ads,Desktop,25-34,96.58,11,6
Google Ads,Desktop,35-44,28.11,2,2
Google Ads,Desktop,45-54,3.34,3,1
Google Ads,Desktop,Undetermined,57.24,8,2
Google Ads,Mobile,18-24,31.06,7,3
Google Ads,Mobile,25-34,95.83,14,7
Google Ads,Mobile,35-44,45.96,5,3
Google Ads,Mobile,Undetermined,12.95,25,2
Google Ads,Desktop,18-24,41.38,10,2
Google Ads,Desktop,25-34,134.98,26,12
Google Ads,Desktop,35-44,44.37,9,2
Google Ads,Desktop,45-54,46.69,10,5
Google Ads,Desktop,55-64,0,1,0
Google Ads,Desktop,65 or more,17.75,3,3
Google Ads,Desktop,Undetermined,76.65,35,9
Google Ads,Mobile,18-24,280.18,75,25
Google Ads,Mobile,25-34,342.6,68,27
Google Ads,Mobile,35-44,34.5,20,7
Google Ads,Mobile,45-54,0,4,0
Google Ads,Mobile,55-64,1.34,2,1
Google Ads,Mobile,65 or more,0,1,0
Google Ads,Mobile,Undetermined,556.31,113,39
Google Ads,Desktop,18-24,66.79,6,1
Google Ads,Desktop,25-34,180.05,24,4
Google Ads,Desktop,35-44,288.52,16,7
Google Ads,Desktop,45-54,0,1,0
Google Ads,Desktop,55-64,0,2,0
Google Ads,Desktop,Undetermined,270.75,39,6
Google Ads,Mobile,18-24,294.16,64,8
Google Ads,Mobile,25-34,512.12,139,14
Google Ads,Mobile,35-44,167.64,36,5
Google Ads,Mobile,45-54,153.16,13,5
Google Ads,Mobile,55-64,44.53,4,1
Google Ads,Mobile,65 or more,0,4,0
Google Ads,Mobile,Undetermined,164.37,128,6
Google Ads,Tablet,25-34,0,1,0
Google Ads,Desktop,18-24,27.03,1,1
Google Ads,Desktop,25-34,200.5,12,2
Google Ads,Desktop,35-44,36.05,5,2
Google Ads,Desktop,55-64,0,1,0
Google Ads,Desktop,Undetermined,84.1,16,4
Google Ads,Mobile,18-24,29.63,22,5
Google Ads,Mobile,25-34,399.4,34,11
Google Ads,Mobile,35-44,106.61,11,5
Google Ads,Mobile,45-54,59.45,3,2
Google Ads,Mobile,Undetermined,103.4,32,5
Google Ads,Desktop,18-24,0,16,0
Google Ads,Desktop,25-34,25.25,37,1
Google Ads,Desktop,35-44,0,19,0
Google Ads,Desktop,45-54,0,1,0
Google Ads,Desktop,55-64,0,1,0
Google Ads,Desktop,65 or more,0,3,0
Google Ads,Desktop,Undetermined,15.92,33,1
